Date,tmax
1998-02-01,45.285714285714285
1998-03-01,50.70967741935484
1998-04-01,61.766666666666666
1998-05-01,74.25806451612904
1998-06-01,75.7
1998-07-01,80.96774193548387
1998-08-01,83.48387096774194
1998-09-01,78.6
1998-10-01,63.225806451612904
1998-11-01,53.1
1998-12-01,45.67741935483871
1999-01-01,39.32258064516129
1999-02-01,42.607142857142854
1999-03-01,45.096774193548384
1999-04-01,62.733333333333334
1999-05-01,73.19354838709677
1999-06-01,80.56666666666666
1999-07-01,87.03225806451613
1999-08-01,79.0
1999-09-01,75.96666666666667
1999-10-01,63.29032258064516
1999-11-01,55.93333333333333
1999-12-01,42.03225806451613
2000-01-01,35.54838709677419
2000-02-01,44.3448275862069
2000-03-01,55.29032258064516
2000-04-01,60.7
2000-05-01,73.19354838709677
2000-06-01,78.86666666666666
2000-07-01,78.29032258064517
2000-08-01,77.6774193548387
2000-09-01,72.4
2000-10-01,65.45161290322581
2000-11-01,46.666666666666664
2000-12-01,30.35483870967742
2001-01-01,34.74193548387097
2001-02-01,43.107142857142854
2001-03-01,43.12903225806452
2001-04-01,66.03333333333333
2001-05-01,70.80645161290323
2001-06-01,78.66666666666667
2001-07-01,80.83870967741936
2001-08-01,82.16129032258064
2001-09-01,72.03333333333333
2001-10-01,64.2258064516129
2001-11-01,58.63333333333333
2001-12-01,44.483870967741936
2002-01-01,42.774193548387096
2002-02-01,44.57142857142857
2002-03-01,51.0
2002-04-01,63.233333333333334
2002-05-01,68.29032258064517
2002-06-01,81.1
2002-07-01,86.83870967741936
2002-08-01,85.16129032258064
2002-09-01,78.9
2002-10-01,58.70967741935484
2002-11-01,46.733333333333334
2002-12-01,36.774193548387096
2003-01-01,27.483870967741936
2003-02-01,33.5
2003-03-01,52.16129032258065
2003-04-01,64.83333333333333
2003-05-01,67.96774193548387
2003-06-01,74.93333333333334
2003-07-01,80.61290322580645
2003-08-01,82.03225806451613
2003-09-01,71.9
2003-10-01,60.83870967741935
2003-11-01,55.13333333333333
2003-12-01,39.935483870967744
2004-01-01,29.677419354838708
2004-02-01,40.37931034482759
2004-03-01,51.74193548387097
2004-04-01,60.9
2004-05-01,76.61290322580645
2004-06-01,76.86666666666666
2004-07-01,79.2258064516129
2004-08-01,77.58064516129032
2004-09-01,75.66666666666667
2004-10-01,62.645161290322584
2004-11-01,53.8
2004-12-01,41.064516129032256
2005-01-01,37.29032258064516
2005-02-01,40.32142857142857
2005-03-01,43.45161290322581
2005-04-01,63.63333333333333
2005-05-01,67.06451612903226
2005-06-01,82.26666666666667
2005-07-01,84.7741935483871
2005-08-01,83.0
2005-09-01,78.23333333333333
2005-10-01,61.83870967741935
2005-11-01,53.733333333333334
2005-12-01,33.61290322580645
2006-01-01,46.225806451612904
2006-02-01,38.17857142857143
2006-03-01,46.96774193548387
2006-04-01,65.2
2006-05-01,69.12903225806451
2006-06-01,76.13333333333334
2006-07-01,82.29032258064517
2006-08-01,82.48387096774194
2006-09-01,68.7
2006-10-01,59.58064516129032
2006-11-01,53.6
2006-12-01,47.61290322580645
2007-01-01,39.74193548387097
2007-02-01,28.285714285714285
2007-03-01,53.29032258064516
2007-04-01,56.4
2007-05-01,76.87096774193549
2007-06-01,80.8
2007-07-01,80.96774193548387
2007-08-01,83.0
2007-09-01,78.16666666666667
2007-10-01,69.54838709677419
2007-11-01,50.06666666666667
2007-12-01,41.54838709677419
2008-01-01,38.935483870967744
2008-02-01,38.03448275862069
2008-03-01,45.58064516129032
2008-04-01,65.33333333333333
2008-05-01,67.83870967741936
2008-06-01,79.83333333333333
2008-07-01,82.2258064516129
2008-08-01,80.2258064516129
2008-09-01,76.5
2008-10-01,61.03225806451613
2008-11-01,47.53333333333333
2008-12-01,41.774193548387096
2009-01-01,29.129032258064516
2009-02-01,40.0
2009-03-01,53.483870967741936
2009-04-01,62.8
2009-05-01,71.93548387096774
2009-06-01,78.13333333333334
2009-07-01,78.45161290322581
2009-08-01,80.90322580645162
2009-09-01,73.7
2009-10-01,59.354838709677416
2009-11-01,55.56666666666667
2009-12-01,38.225806451612904
2010-01-01,31.93548387096774
2010-02-01,32.785714285714285
2010-03-01,53.70967741935484
2010-04-01,67.7
2010-05-01,74.51612903225806
2010-06-01,79.7
2010-07-01,85.93548387096774
2010-08-01,84.90322580645162
2010-09-01,76.26666666666667
2010-10-01,63.58064516129032
2010-11-01,52.36666666666667
2010-12-01,30.838709677419356
2011-01-01,30.258064516129032
2011-02-01,40.392857142857146
2011-03-01,48.225806451612904
2011-04-01,63.36666666666667
2011-05-01,72.41935483870968
2011-06-01,79.93333333333334
2011-07-01,87.54838709677419
2011-08-01,82.87096774193549
2011-09-01,73.66666666666667
2011-10-01,60.96774193548387
2011-11-01,56.5
2011-12-01,44.41935483870968
2012-01-01,41.29032258064516
2012-02-01,43.41379310344828
2012-03-01,62.54838709677419
2012-04-01,62.0
2012-05-01,78.2258064516129
2012-06-01,81.43333333333334
2012-07-01,87.3225806451613
2012-08-01,82.2258064516129
2012-09-01,73.7
2012-10-01,62.61290322580645
2012-11-01,48.36666666666667
2012-12-01,44.74193548387097
2013-01-01,38.935483870967744
2013-02-01,35.642857142857146
2013-03-01,42.74193548387097
2013-04-01,63.46666666666667
2013-05-01,73.61290322580645
2013-06-01,78.6
2013-07-01,81.96774193548387
2013-08-01,80.3225806451613
2013-09-01,74.26666666666667
2013-10-01,65.12903225806451
2013-11-01,47.6
2013-12-01,40.903225806451616
2014-01-01,31.677419354838708
2014-02-01,34.107142857142854
2014-03-01,45.354838709677416
2014-04-01,63.7
2014-05-01,72.38709677419355
2014-06-01,80.23333333333333
2014-07-01,79.6774193548387
2014-08-01,79.45161290322581
2014-09-01,74.7
2014-10-01,62.38709677419355
2014-11-01,46.86666666666667
2014-12-01,41.54838709677419
2015-01-01,32.806451612903224
2015-02-01,28.035714285714285
2015-03-01,46.064516129032256
2015-04-01,63.4
2015-05-01,77.35483870967742
2015-06-01,78.93333333333334
2015-07-01,82.70967741935483
2015-08-01,81.54838709677419
2015-09-01,79.93333333333334
2015-10-01,63.064516129032256
2015-11-01,57.9
2015-12-01,52.225806451612904
2016-01-01,35.483870967741936
2016-02-01,42.58620689655172
2016-03-01,58.096774193548384
2016-04-01,62.96666666666667
2016-05-01,71.0
2016-06-01,81.56666666666666
2016-07-01,85.35483870967742
2016-08-01,85.35483870967742
2016-09-01,80.23333333333333
2016-10-01,66.6774193548387
2016-11-01,56.8
2016-12-01,40.41935483870968
2017-01-01,41.70967741935484
2017-02-01,50.42857142857143
2017-03-01,48.45161290322581
2017-04-01,68.03333333333333
2017-05-01,70.2258064516129
2017-06-01,79.53333333333333
2017-07-01,82.48387096774194
2017-08-01,79.83870967741936
2017-09-01,77.0
2017-10-01,67.87096774193549
2017-11-01,51.46666666666667
2017-12-01,37.70967741935484
2018-01-01,34.80322580645161
2018-02-01,47.642857142857146
2018-03-01,43.46774193548387
2018-04-01,56.56000000000001
2018-05-01,79.16451612903225
2018-06-01,79.91999999999999
2018-07-01,83.26774193548387
2018-08-01,81.21290322580647
2018-09-01,77.86333333333333
2018-10-01,61.674193548387116
2018-11-01,43.36000000000001
2018-12-01,41.84516129032258
2019-01-01,35.15806451612904
2019-02-01,42.42857142857143
2019-03-01,46.07096774193549
2019-04-01,64.31333333333332
2019-05-01,73.8741935483871
2019-06-01,77.7
2019-07-01,84.00967741935483
2019-08-01,81.38387096774194
2019-09-01,79.85666666666665
2019-10-01,66.60645161290323
2019-11-01,46.14000000000001
2019-12-01,44.377419354838715
